text,label
" A widely shared video in which the doctor Ángel Ruiz Valdepeñas, from the Hospital of Formentera, claims during a demonstration in Madrid that “there is no coronavirus pandemic” and that, therefore, “there is no point in either the mask or social distancing.”",Fake
" Bill Gates-funded vaccine got 1,200 girls sick in India.",Fake
 Quarantine is a special operation to create a concentration camp in Ukraine.,Fake
" A short portion of an interview given by discredited researcher Judy Mikovits, in which she claims that a vaccine for COVID-19 will be deadly, warns against immunization, and advocates for a five-year moratorium to test all vaccines, has been watched tens of thousands of times on YouTube and Facebook.",Fake
" Social media posts shared thousands of times in the United States contain multiple false or misleading claims about face masks used to stop the spread of COVID-19,",Fake
" Coronavirus is a global fraud, and lockdown is genocide.",Fake
 A Japanese professor said that the coronavirus was fabricated in China.,Fake
 COVID19 dead patients are dropped from a plane in Mexico.,Fake
" “Break the quarantine and this will be our future. Then don’t cry. (Photo from Ecuador) ”, says a photograph that shows piles of human bodies on the ground.",Fake
" In the Philippines, the Office of the Vice President (OVP) donated spoiled food to frontliners at Diliman Doctors Hospital in Quezon City.",Fake
" Video shows Elisa Carrió, former deputy of the Nation for the Autonomous City of Buenos Aires, calling for a march for freedom.",Fake
 Salty and sour foods cause the “body of the COVID-19 virus” to explode and dissolve.,Fake
 The title of an article suggests the low-cost steroid dexamethasone will heal anybody with COVID-19.,Fake
" Alberto Fernández (President of Argentina), on the increase in cases in Buenos Aires: “They wanted to go running, go running. This is the consequence.”",Fake
" Thyroce lab in Thane, India is sealed over false positive covid-19 testing.",Fake
 Biomagnetism cures coronavirus.,Fake
 A Facebook post which would list the ingredients for the Covid-19 vaccine.,Fake
 EU Commission president Ursula von der Leyen proposed for workers to do without their salary in solidarity with the economy.,Fake
" The Corona Cooking Survey shows that both men and women bake more often, that men enjoyed cooking more before quarantine, but that the difference with women has narrowed in recent weeks. Women in particular continue to find dining together more important.",Fake
" “Joe Biden and the Democrats want to prosecute Americans for going to church, but not for burning a church.”",Fake
 A Facebook post names several claims about the name “COVID-19” including that is an acronym for ‘See a Sheep Surrender’.,Fake
" Tunisia announces in the coming hours that its sea, air and land borders will be closed again to counter Covid-19.",Fake
 Boldo tea and quina quina tea prevent and even cure COVID-19.,Fake
" Muy Interesante magazine already spoke in 2014 about the current coronavirus, as some content that is being spread affirm.",Fake
 The President of Madagascar said he received a bribe from the World Health Organization for having a cure for the coronavirus.,Fake
" WHO says Coronavac, vaccine produced by Sinovac Biotech, hasn’t been tested anywhere in the world before Brazil.",Fake
" The cure for coronavirus: ginger, lemon, onion and garlic.",Fake
 Nurse says Brazilian states and municipalities earn federal funding for every death recorded for COVID-19.,Fake
" Fighting COVID-19, the authorities have banned everything favorable to health.",Fake
" Bill Gates, who is supporting COVID-19 vaccine research, visited in New Zealand during May.",Fake
" When symptoms of COVID-19 appear, people should take azithromycin, ivermectin and Anitta.",Fake
" A picture which would show a mother and her premature baby in a hospital, both infected with Covid-19.",Fake
" A viral image of a doctor who died from treating patients with coronavirus at the Llano de Corrientes Hospital, Argentina.",Fake
 The U.S. Occupational Safety and Health Administration (OSHA) says masks don’t work and violate OSHA oxygen levels.,Fake
" A video claims to have been recorded at the Hospital La Margarita, in Puebla. Images of patients in the hallway allegedly with COVID-19 and a hospital floor full of bags containing dead bodies.",Fake
" A picture which would show Vicenza football team supporters partying in the street after the team’s promotion, during the Covid-19 emergency in Italy.",Fake
" Few people have died of the new coronavirus, so one should not be afraid of it.",Fake
" A picture from Beirut, the capital of Lebanon in 1918, as if history repeats itself during the days of the spread of the Spanish flu.",Fake
" An article stating that Italian authorities knew about a promising drug that could cure Covid-19, but they ignored it.",Fake
 Consuming seawater with lemon prevent the spread of COVID-19.,Fake
" Donald Trump said Brazil is the only country in which the Supreme Court is hampering the national government’s ability to deal with COVID-19. Also, he criticized Brazilian state governors.",Fake
 Senegalese doctor says chloroquine is the secret for a very low number of deaths by COVID-19 in Senegal.,Fake
" Photos claimed to show 1,200 people buried in Italy.",Fake
" Iván Duque Márquez, president of Colombia, compares COVID-19 figures with other countries without due context.",Fake
 The Argentinian company La Campagnola closed due to quarantine measures.,Fake
 Video of patients dancing in a COVID-19 quarantine centre is from Mumbai.,Fake
" CoronaVac, vaccine that is being developed in China and will be tested in Brazil, was not tested anywhere else in the world.",Fake
" CoronaVac, a vaccine that is being developed in China and will be tested in Brazil, was only tested on monkeys.",Fake
" While the world was worried with COVID-19, Chinese companies were able to purchase Volvo, Pirelli, Thomas Cook and part of Mercedes Benz.",Fake
" A photo of Joice Hasselmann, Brazilian federal deputy (representative) who recently was diagnosed with COVID-19, walking on a hospital corridor without a mask. The caption states she is faking the disease.",Fake
" SARS-CoV-2 is a “bacterial infection,” not a virus.",Fake
" Joice Hasselmann, brazilian federal deputy, appears without a mask in a photo in the hospital even after a positive diagnosis of COVID-19",Fake
" Two photos: one, of a swollen amygdala, the other, a healthy one. The caption says the first one is from a COVID-19 patient.",Fake
 Gov. Gavin Newsom “has no legal authority” to make wearing face coverings mandatory in California.,Fake
 Patricia Bullrich (former Minister of Security in Argentina): “Only 25% of Argentinian companies have come to have some help from the State”.,Fake
" From June 24, Ukraine is going to restore strict lockdown.",Fake
 President Trump’s claim that he inherited no ventilators from the Obama administration.,Fake
" Video of a man dressed in white who recommends taking ivermectin, aspirin, and ibuprofen to treat COVID-19. That’s the formula they used in Australia.",Fake
" 5G antennas are being installed in Popayán, Columbia.",Fake
" A picture stating that the governing parties in Italy voted against a proposal, supported by the League and other right-wing parties, to offer an economic reward to nurses and doctors who fought against the Covid-19 epidemic",Fake
" To be able to manipulate the lockdown measures, Ukraine has classified data on the general mortality rate.",Fake
 Doctors of a hospital in New Zealand are cheering in this video after they cure the last COVID-19 patient of their country and shut the COVID-19 ward.,Fake
 PCR tests also detect common cold viruses.,Fake
